index,source_unit,T,n_patterns,split
213,NASA_B0007,83,0,train
214,NASA_B0005,74,0,train
215,NASA_B0040,35,0,validation
216,NASA_B0006,66,1,validation
217,NASA_B0005,74,0,train
218,NASA_B0030,33,0,train
219,NASA_B0018,63,1,train
220,NASA_B0040,35,4,train
221,NASA_B0030,33,0,train
222,NASA_B0018,63,1,test
223,NASA_B0043,16,0,train
224,NASA_B0040,35,3,test
225,NASA_B0005,74,3,train
226,NASA_B0043,16,0,test
227,NASA_B0006,66,1,train
228,NASA_B0007,83,0,train
229,NASA_B0036,198,2,train
230,NASA_B0043,16,0,test
231,NASA_B0007,83,0,test
232,NASA_B0040,35,3,train
233,NASA_B0030,33,0,train
234,NASA_B0040,35,2,train
235,NASA_B0043,16,0,train
236,NASA_B0043,16,0,validation
237,NASA_B0036,198,1,test
238,NASA_B0036,198,2,test
239,NASA_B0043,16,0,validation
240,NASA_B0040,35,1,validation
241,NASA_B0007,83,0,train
242,NASA_B0018,63,0,test
243,NASA_B0007,83,0,train
244,NASA_B0040,35,1,validation
245,NASA_B0040,35,4,train
246,NASA_B0005,74,0,train
247,NASA_B0036,198,2,train
248,NASA_B0006,66,3,train
249,NASA_B0005,74,1,validation
250,NASA_B0006,66,1,train
251,NASA_B0005,74,0,train
252,NASA_B0018,63,1,train
253,NASA_B0007,83,0,train
254,NASA_B0030,33,0,test
255,NASA_B0043,16,0,train
256,NASA_B0018,63,0,train
257,NASA_B0005,74,0,train
258,NASA_B0040,35,5,train
259,NASA_B0006,66,1,validation
260,NASA_B0006,66,0,train
261,NASA_B0036,198,4,train
262,NASA_B0018,63,2,train
263,NASA_B0007,83,0,train
264,NASA_B0005,74,0,train
265,NASA_B0018,63,1,train
266,NASA_B0040,35,2,train
267,NASA_B0006,66,1,train
268,NASA_B0043,16,0,test
269,NASA_B0030,33,0,test
270,NASA_B0040,35,2,train
271,NASA_B0036,198,2,train
272,NASA_B0043,16,0,train
273,NASA_B0018,63,1,train
274,NASA_B0043,16,0,test
275,NASA_B0043,16,0,train
276,NASA_B0018,63,1,test
277,NASA_B0005,74,0,train
278,NASA_B0005,74,0,train
279,NASA_B0018,63,0,train
280,NASA_B0043,16,0,train
281,NASA_B0040,35,1,train
282,NASA_B0030,33,0,validation
283,NASA_B0043,16,0,train
284,NASA_B0043,16,0,train
285,NASA_B0030,33,0,validation
286,NASA_B0043,16,0,validation
287,NASA_B0036,198,4,train
288,NASA_B0036,198,2,train
289,NASA_B0040,35,2,validation
290,NASA_B0007,83,0,train
291,NASA_B0043,16,0,train
292,NASA_B0043,16,0,train
293,NASA_B0005,74,1,train
294,NASA_B0018,63,1,train
295,NASA_B0030,33,0,test
296,NASA_B0006,66,1,train
297,NASA_B0005,74,0,train
298,NASA_B0043,16,0,validation
299,NASA_B0030,33,0,validation
