index,source_unit,T,n_patterns,split
86,HUST_1-7,1674,0,validation
87,HUST_4-8,1702,0,train
88,HUST_5-5,1585,0,train
89,HUST_4-2,1781,0,validation
90,HUST_10-2,1696,0,train
91,HUST_3-4,1781,0,train
92,HUST_1-2,2660,0,train
93,HUST_8-2,2035,0,train
94,HUST_5-6,2450,0,train
95,HUST_7-5,1876,0,validation
96,HUST_8-7,2032,0,train
97,HUST_6-8,2441,0,train
98,HUST_2-5,1387,0,train
99,HUST_4-1,2221,0,test
100,HUST_8-5,1345,0,validation
101,HUST_1-6,1143,0,train
102,HUST_9-2,2147,0,train
103,HUST_3-7,2461,0,test
104,HUST_10-2,1696,0,train
105,HUST_5-1,2497,0,train
106,HUST_7-4,1391,0,train
107,HUST_9-4,1973,0,train
108,HUST_5-2,1923,0,train
109,HUST_1-1,1502,0,train
110,HUST_2-8,1475,0,test
111,HUST_10-8,1406,0,train
112,HUST_8-2,2035,0,validation
113,HUST_4-4,1493,0,train
114,HUST_2-2,2663,0,train
115,HUST_1-2,2660,0,validation
116,HUST_4-4,1493,0,test
117,HUST_7-6,1422,0,train
118,HUST_5-6,2450,0,train
119,HUST_6-8,2441,0,test
120,HUST_5-5,1585,0,validation
121,HUST_10-7,1785,0,train
122,HUST_10-5,2029,0,test
123,HUST_6-8,2441,0,train
124,HUST_5-6,2450,0,validation
125,HUST_9-5,2172,0,train
126,HUST_8-3,2292,0,train
127,HUST_10-5,2029,0,test
128,HUST_5-5,1585,0,train
129,HUST_4-4,1493,0,validation
130,HUST_3-3,1648,0,train
131,HUST_7-6,1422,0,train
132,HUST_5-3,2686,0,train
133,HUST_6-8,2441,0,validation
134,HUST_10-4,1807,0,train
135,HUST_6-5,2178,0,train
136,HUST_10-3,1855,0,train
137,HUST_9-3,1903,0,train
138,HUST_10-3,1855,0,train
139,HUST_5-3,2686,0,train
140,HUST_8-5,1345,0,train
141,HUST_6-2,1912,0,train
142,HUST_7-6,1422,0,test
143,HUST_9-7,2009,0,train
144,HUST_3-7,2461,0,train
145,HUST_6-1,1602,0,train
146,HUST_10-4,1807,0,train
147,HUST_1-7,1674,0,train
148,HUST_3-4,1781,0,train
149,HUST_2-5,1387,0,train
150,HUST_10-1,1699,0,train
151,HUST_7-1,1695,0,validation
152,HUST_2-3,1741,0,validation
153,HUST_8-8,1680,0,train
154,HUST_4-1,2221,0,train
155,HUST_5-3,2686,0,train
156,HUST_2-3,1741,0,train
157,HUST_10-4,1807,0,validation
158,HUST_9-4,1973,0,train
159,HUST_1-6,1143,0,train
160,HUST_8-5,1345,0,train
161,HUST_1-1,1502,0,train
162,HUST_2-8,1475,0,train
163,HUST_1-6,1143,0,train
164,HUST_3-5,2638,0,train
165,HUST_8-7,2032,0,train
166,HUST_8-7,2032,0,train
167,HUST_2-8,1475,0,train
168,HUST_5-3,2686,0,train
169,HUST_2-8,1475,0,train
170,HUST_6-8,2441,0,test
171,HUST_2-4,1499,0,train
172,HUST_9-4,1973,0,train
173,HUST_10-3,1855,0,test
174,HUST_6-8,2441,0,train
175,HUST_4-1,2221,0,validation
176,HUST_6-2,1912,0,validation
177,HUST_1-1,1502,0,test
178,HUST_10-7,1785,0,test
179,HUST_9-7,2009,0,train
180,HUST_9-3,1903,0,train
181,HUST_4-3,1146,0,train
182,HUST_4-4,1493,0,train
183,HUST_1-7,1674,0,train
184,HUST_4-4,1493,0,train
185,HUST_3-2,2284,0,validation
186,HUST_4-2,1781,0,train
187,HUST_5-3,2686,0,train
188,HUST_10-7,1785,0,train
189,HUST_4-3,1146,0,train
190,HUST_8-5,1345,0,train
191,HUST_5-4,1948,0,train
192,HUST_6-5,2178,0,train
193,HUST_4-4,1493,0,train
194,HUST_8-2,2035,0,test
195,HUST_6-1,1602,0,train
196,HUST_5-1,2497,0,validation
197,HUST_4-8,1702,0,train
198,HUST_6-1,1602,0,test
199,HUST_8-8,1680,0,train
200,HUST_6-8,2441,0,train
201,HUST_10-7,1785,0,validation
202,HUST_3-5,2638,0,train
203,HUST_6-1,1602,0,train
204,HUST_6-8,2441,0,train
205,HUST_10-2,1696,0,validation
206,HUST_10-4,1807,0,train
207,HUST_7-6,1422,0,train
208,HUST_5-4,1948,0,train
209,HUST_10-1,1699,0,validation
210,HUST_1-7,1674,0,train
211,HUST_5-1,2497,0,train
212,HUST_4-8,1702,0,train
213,HUST_3-8,2344,0,validation
214,HUST_9-2,2147,0,train
215,HUST_7-1,1695,0,train
216,HUST_5-6,2450,0,train
217,HUST_2-5,1387,0,train
218,HUST_7-6,1422,0,train
219,HUST_3-8,2344,0,train
220,HUST_6-1,1602,0,train
221,HUST_6-8,2441,0,validation
222,HUST_7-5,1876,0,validation
223,HUST_8-8,1680,0,train
224,HUST_10-2,1696,0,validation
225,HUST_5-3,2686,0,train
226,HUST_5-2,1923,0,train
227,HUST_5-4,1948,0,test
228,HUST_6-1,1602,0,train
229,HUST_1-7,1674,0,train
230,HUST_2-3,1741,0,validation
231,HUST_5-5,1585,0,train
232,HUST_8-5,1345,0,validation
233,HUST_8-8,1680,0,test
234,HUST_2-3,1741,0,train
235,HUST_4-1,2221,0,train
236,HUST_4-3,1146,0,test
237,HUST_2-3,1741,0,validation
238,HUST_9-5,2172,0,validation
239,HUST_10-4,1807,0,test
240,HUST_1-1,1502,0,train
241,HUST_10-1,1699,0,train
242,HUST_3-5,2638,0,train
243,HUST_10-8,1406,0,test
244,HUST_3-8,2344,0,train
245,HUST_10-7,1785,0,train
246,HUST_8-5,1345,0,train
247,HUST_4-8,1702,0,test
248,HUST_4-4,1493,0,train
249,HUST_8-5,1345,0,validation
250,HUST_8-3,2292,0,test
251,HUST_7-1,1695,0,validation
252,HUST_10-1,1699,0,validation
253,HUST_3-5,2638,0,train
254,HUST_9-4,1973,0,train
255,HUST_10-1,1699,0,test
256,HUST_1-2,2660,0,train
257,HUST_1-7,1674,0,train
258,HUST_10-7,1785,0,train
259,HUST_5-1,2497,0,train
260,HUST_8-3,2292,0,train
261,HUST_9-7,2009,0,train
262,HUST_3-5,2638,0,train
263,HUST_3-8,2344,0,test
264,HUST_7-5,1876,0,train
265,HUST_2-2,2663,0,test
266,HUST_9-5,2172,0,train
267,HUST_7-5,1876,0,train
268,HUST_10-1,1699,0,train
269,HUST_4-3,1146,0,test
270,HUST_4-8,1702,0,test
271,HUST_7-4,1391,0,test
272,HUST_5-3,2686,0,train
273,HUST_5-3,2686,0,train
274,HUST_3-1,1933,0,train
275,HUST_10-7,1785,0,train
276,HUST_9-7,2009,0,test
277,HUST_3-4,1781,0,train
278,HUST_10-2,1696,0,train
279,HUST_8-2,2035,0,validation
280,HUST_7-6,1422,0,train
281,HUST_7-6,1422,0,train
282,HUST_4-1,2221,0,train
283,HUST_4-8,1702,0,validation
284,HUST_8-5,1345,0,validation
285,HUST_6-2,1912,0,train
286,HUST_4-8,1702,0,train
287,HUST_3-8,2344,0,test
288,HUST_8-2,2035,0,test
289,HUST_9-2,2147,0,train
290,HUST_10-7,1785,0,test
291,HUST_4-3,1146,0,train
292,HUST_5-4,1948,0,train
293,HUST_5-1,2497,0,train
294,HUST_1-2,2660,0,test
295,HUST_5-3,2686,0,train
296,HUST_1-1,1502,0,train
297,HUST_8-3,2292,0,train
298,HUST_8-5,1345,0,train
299,HUST_5-3,2686,0,train
