index,source_unit,T,n_patterns,split
71,NASA_B0005,74,0,test
72,NASA_B0036,198,1,train
73,NASA_B0006,66,2,test
74,NASA_B0043,16,0,train
75,NASA_B0043,16,0,train
76,NASA_B0036,198,2,train
77,NASA_B0043,16,0,test
78,NASA_B0006,66,1,validation
79,NASA_B0018,63,1,train
80,NASA_B0007,83,0,test
81,NASA_B0006,66,1,train
82,NASA_B0005,74,1,train
83,NASA_B0018,63,4,train
84,NASA_B0040,35,0,train
85,NASA_B0036,198,0,train
86,NASA_B0018,63,0,train
87,NASA_B0006,66,2,train
88,NASA_B0006,66,0,train
89,NASA_B0043,16,0,validation
90,NASA_B0040,35,0,test
91,NASA_B0043,16,0,train
92,NASA_B0030,33,0,train
93,NASA_B0043,16,0,train
94,NASA_B0030,33,0,train
95,NASA_B0040,35,1,train
96,NASA_B0007,83,0,test
97,NASA_B0005,74,0,train
98,NASA_B0005,74,1,test
99,NASA_B0036,198,1,validation
100,NASA_B0040,35,1,train
101,NASA_B0030,33,0,train
102,NASA_B0005,74,0,train
103,NASA_B0030,33,0,validation
104,NASA_B0006,66,1,train
105,NASA_B0007,83,0,train
106,NASA_B0018,63,0,train
107,NASA_B0040,35,3,train
108,NASA_B0040,35,0,train
109,NASA_B0007,83,0,validation
110,NASA_B0030,33,0,train
111,NASA_B0007,83,0,train
112,NASA_B0030,33,0,train
113,NASA_B0036,198,3,validation
114,NASA_B0040,35,1,train
115,NASA_B0005,74,1,train
116,NASA_B0005,74,0,validation
117,NASA_B0006,66,2,validation
118,NASA_B0018,63,1,train
119,NASA_B0040,35,2,validation
120,NASA_B0030,33,0,train
121,NASA_B0007,83,0,train
122,NASA_B0007,83,0,train
123,NASA_B0030,33,0,train
124,NASA_B0018,63,1,validation
125,NASA_B0040,35,0,train
126,NASA_B0018,63,2,train
127,NASA_B0006,66,2,train
128,NASA_B0005,74,1,train
129,NASA_B0005,74,1,train
130,NASA_B0006,66,1,test
131,NASA_B0036,198,1,validation
132,NASA_B0006,66,1,validation
133,NASA_B0005,74,0,train
134,NASA_B0006,66,1,train
135,NASA_B0018,63,2,train
136,NASA_B0007,83,0,train
137,NASA_B0043,16,0,train
138,NASA_B0007,83,0,train
139,NASA_B0005,74,1,train
140,NASA_B0005,74,0,train
141,NASA_B0005,74,2,train
142,NASA_B0040,35,2,train
143,NASA_B0018,63,1,train
144,NASA_B0007,83,0,test
145,NASA_B0018,63,1,train
146,NASA_B0005,74,2,train
147,NASA_B0040,35,0,train
148,NASA_B0036,198,2,train
149,NASA_B0018,63,1,train
150,NASA_B0006,66,2,train
151,NASA_B0040,35,2,train
152,NASA_B0040,35,1,validation
153,NASA_B0040,35,3,train
154,NASA_B0030,33,0,test
155,NASA_B0018,63,1,train
156,NASA_B0036,198,1,train
157,NASA_B0030,33,0,train
158,NASA_B0030,33,0,train
159,NASA_B0007,83,0,train
160,NASA_B0036,198,1,train
161,NASA_B0018,63,2,validation
162,NASA_B0036,198,2,test
163,NASA_B0006,66,1,test
164,NASA_B0043,16,0,train
165,NASA_B0006,66,4,train
166,NASA_B0030,33,0,train
167,NASA_B0043,16,0,train
168,NASA_B0030,33,0,test
169,NASA_B0018,63,3,train
170,NASA_B0005,74,2,test
171,NASA_B0005,74,2,train
172,NASA_B0018,63,1,test
173,NASA_B0005,74,0,validation
174,NASA_B0040,35,4,train
175,NASA_B0018,63,3,train
176,NASA_B0036,198,4,test
177,NASA_B0018,63,1,validation
178,NASA_B0007,83,0,train
179,NASA_B0030,33,0,train
180,NASA_B0043,16,0,train
181,NASA_B0036,198,4,train
182,NASA_B0005,74,2,train
183,NASA_B0036,198,3,train
184,NASA_B0040,35,0,train
185,NASA_B0005,74,1,train
186,NASA_B0036,198,1,train
187,NASA_B0036,198,2,train
188,NASA_B0040,35,2,validation
189,NASA_B0007,83,0,train
190,NASA_B0018,63,0,train
191,NASA_B0005,74,1,test
192,NASA_B0005,74,0,train
193,NASA_B0007,83,0,train
194,NASA_B0005,74,1,test
195,NASA_B0040,35,0,train
196,NASA_B0040,35,0,train
197,NASA_B0007,83,0,train
198,NASA_B0007,83,0,test
199,NASA_B0043,16,0,train
200,NASA_B0006,66,1,train
201,NASA_B0040,35,3,test
202,NASA_B0007,83,0,train
203,NASA_B0018,63,0,train
204,NASA_B0006,66,1,validation
205,NASA_B0040,35,2,train
206,NASA_B0043,16,0,validation
207,NASA_B0006,66,0,test
208,NASA_B0018,63,0,train
209,NASA_B0018,63,2,train
210,NASA_B0043,16,0,train
211,NASA_B0040,35,1,train
212,NASA_B0030,33,0,train
213,NASA_B0040,35,0,train
214,NASA_B0018,63,1,train
215,NASA_B0006,66,2,train
216,NASA_B0043,16,0,train
217,NASA_B0030,33,0,train
218,NASA_B0005,74,1,train
219,NASA_B0006,66,0,train
220,NASA_B0036,198,5,train
221,NASA_B0006,66,3,train
222,NASA_B0006,66,1,test
223,NASA_B0030,33,0,train
224,NASA_B0018,63,1,validation
225,NASA_B0043,16,0,test
226,NASA_B0005,74,2,train
227,NASA_B0030,33,0,train
228,NASA_B0018,63,1,train
229,NASA_B0005,74,2,validation
230,NASA_B0005,74,1,train
231,NASA_B0006,66,1,test
232,NASA_B0036,198,4,test
233,NASA_B0036,198,3,test
234,NASA_B0005,74,2,train
235,NASA_B0018,63,1,train
236,NASA_B0043,16,0,train
237,NASA_B0006,66,0,test
238,NASA_B0036,198,1,train
239,NASA_B0040,35,5,train
240,NASA_B0007,83,0,train
241,NASA_B0018,63,1,train
242,NASA_B0040,35,3,train
243,NASA_B0040,35,1,train
244,NASA_B0040,35,1,train
245,NASA_B0036,198,2,train
246,NASA_B0040,35,3,train
247,NASA_B0040,35,2,train
248,NASA_B0006,66,1,train
249,NASA_B0006,66,4,train
250,NASA_B0030,33,0,test
251,NASA_B0006,66,1,train
252,NASA_B0005,74,1,train
253,NASA_B0040,35,2,train
254,NASA_B0007,83,0,train
255,NASA_B0006,66,0,train
256,NASA_B0006,66,1,train
257,NASA_B0030,33,0,test
258,NASA_B0018,63,1,train
259,NASA_B0006,66,2,train
260,NASA_B0007,83,0,train
261,NASA_B0007,83,0,validation
262,NASA_B0007,83,0,train
263,NASA_B0005,74,1,train
264,NASA_B0043,16,0,test
265,NASA_B0043,16,0,validation
266,NASA_B0005,74,1,train
267,NASA_B0006,66,3,train
268,NASA_B0043,16,0,train
269,NASA_B0018,63,0,train
270,NASA_B0043,16,0,validation
271,NASA_B0006,66,1,train
272,NASA_B0018,63,0,train
273,NASA_B0007,83,0,train
274,NASA_B0036,198,1,test
275,NASA_B0030,33,0,validation
276,NASA_B0040,35,2,train
277,NASA_B0006,66,0,train
278,NASA_B0006,66,0,train
279,NASA_B0043,16,0,validation
280,NASA_B0005,74,0,train
281,NASA_B0030,33,0,validation
282,NASA_B0030,33,0,train
283,NASA_B0007,83,0,train
284,NASA_B0018,63,0,test
285,NASA_B0043,16,0,test
286,NASA_B0036,198,0,validation
287,NASA_B0040,35,2,train
288,NASA_B0036,198,2,train
289,NASA_B0043,16,0,train
290,NASA_B0007,83,0,validation
291,NASA_B0030,33,0,train
292,NASA_B0006,66,2,train
293,NASA_B0005,74,0,train
294,NASA_B0006,66,2,train
295,NASA_B0036,198,1,train
296,NASA_B0040,35,1,validation
297,NASA_B0040,35,1,validation
298,NASA_B0040,35,3,train
299,NASA_B0030,33,0,test
