index,source_unit,T,n_patterns,split
134,HUST_1-2,2660,0,train
135,HUST_2-8,1475,0,train
136,HUST_4-3,1146,0,train
137,HUST_10-8,1406,0,validation
138,HUST_8-8,1680,0,train
139,HUST_6-1,1602,0,train
140,HUST_9-4,1973,0,train
141,HUST_9-2,2147,0,train
142,HUST_1-7,1674,0,train
143,HUST_2-5,1387,0,train
144,HUST_5-2,1923,0,train
145,HUST_9-7,2009,0,train
146,HUST_6-5,2178,0,train
147,HUST_4-1,2221,0,test
148,HUST_3-7,2461,0,train
149,HUST_10-2,1696,0,test
150,HUST_2-4,1499,0,train
151,HUST_7-5,1876,0,train
152,HUST_9-2,2147,0,train
153,HUST_6-2,1912,0,train
154,HUST_8-3,2292,0,train
155,HUST_3-1,1933,0,train
156,HUST_10-2,1696,0,train
157,HUST_7-4,1391,0,train
158,HUST_10-1,1699,0,train
159,HUST_9-5,2172,0,validation
160,HUST_4-3,1146,0,train
161,HUST_1-7,1674,0,train
162,HUST_5-2,1923,0,train
163,HUST_3-1,1933,0,test
164,HUST_5-4,1948,0,train
165,HUST_7-7,1685,0,train
166,HUST_2-2,2663,0,validation
167,HUST_5-4,1948,0,train
168,HUST_7-5,1876,0,train
169,HUST_5-6,2450,0,train
170,HUST_4-1,2221,0,train
171,HUST_10-2,1696,0,train
172,HUST_7-1,1695,0,validation
173,HUST_2-4,1499,0,test
174,HUST_7-6,1422,0,train
175,HUST_6-1,1602,0,train
176,HUST_7-6,1422,0,test
177,HUST_10-1,1699,0,test
178,HUST_6-2,1912,0,train
179,HUST_4-1,2221,0,train
180,HUST_5-4,1948,0,train
181,HUST_10-4,1807,0,test
182,HUST_5-4,1948,0,train
183,HUST_8-7,2032,0,train
184,HUST_3-2,2284,0,validation
185,HUST_10-8,1406,0,validation
186,HUST_5-5,1585,0,test
187,HUST_8-8,1680,0,train
188,HUST_1-2,2660,0,train
189,HUST_1-6,1143,0,train
190,HUST_8-3,2292,0,train
191,HUST_10-4,1807,0,train
192,HUST_2-8,1475,0,test
193,HUST_3-8,2344,0,train
194,HUST_1-1,1502,0,train
195,HUST_1-7,1674,0,train
196,HUST_7-4,1391,0,train
197,HUST_3-1,1933,0,train
198,HUST_5-6,2450,0,train
199,HUST_3-7,2461,0,train
200,HUST_6-2,1912,0,train
201,HUST_10-4,1807,0,validation
202,HUST_7-6,1422,0,train
203,HUST_7-6,1422,0,validation
204,HUST_3-7,2461,0,train
205,HUST_9-7,2009,0,train
206,HUST_8-7,2032,0,train
207,HUST_8-7,2032,0,train
208,HUST_1-1,1502,0,train
209,HUST_2-8,1475,0,train
210,HUST_6-2,1912,0,test
211,HUST_10-3,1855,0,train
212,HUST_8-2,2035,0,test
213,HUST_6-1,1602,0,train
214,HUST_9-5,2172,0,train
215,HUST_7-6,1422,0,validation
216,HUST_6-2,1912,0,train
217,HUST_10-1,1699,0,train
218,HUST_10-4,1807,0,validation
219,HUST_4-4,1493,0,train
220,HUST_2-3,1741,0,train
221,HUST_1-2,2660,0,test
222,HUST_5-1,2497,0,train
223,HUST_3-4,1781,0,test
224,HUST_2-2,2663,0,train
225,HUST_6-5,2178,0,train
226,HUST_3-5,2638,0,train
227,HUST_4-4,1493,0,validation
228,HUST_6-5,2178,0,validation
229,HUST_7-4,1391,0,train
230,HUST_6-5,2178,0,test
231,HUST_2-8,1475,0,train
232,HUST_2-2,2663,0,validation
233,HUST_8-3,2292,0,train
234,HUST_10-7,1785,0,validation
235,HUST_8-2,2035,0,test
236,HUST_8-5,1345,0,test
237,HUST_5-2,1923,0,train
238,HUST_5-2,1923,0,train
239,HUST_8-5,1345,0,train
240,HUST_10-1,1699,0,train
241,HUST_7-5,1876,0,train
242,HUST_2-8,1475,0,train
243,HUST_1-2,2660,0,train
244,HUST_9-2,2147,0,validation
245,HUST_9-5,2172,0,test
246,HUST_5-5,1585,0,train
247,HUST_2-3,1741,0,train
248,HUST_2-2,2663,0,train
249,HUST_1-7,1674,0,train
250,HUST_8-2,2035,0,train
251,HUST_10-8,1406,0,train
252,HUST_5-5,1585,0,train
253,HUST_10-7,1785,0,train
254,HUST_8-8,1680,0,validation
255,HUST_7-4,1391,0,train
256,HUST_7-1,1695,0,validation
257,HUST_3-1,1933,0,validation
258,HUST_4-3,1146,0,test
259,HUST_8-8,1680,0,train
260,HUST_1-2,2660,0,train
261,HUST_10-5,2029,0,test
262,HUST_3-2,2284,0,train
263,HUST_2-3,1741,0,train
264,HUST_9-4,1973,0,train
265,HUST_3-4,1781,0,train
266,HUST_4-1,2221,0,train
267,HUST_10-8,1406,0,train
268,HUST_3-8,2344,0,train
269,HUST_7-7,1685,0,test
270,HUST_8-3,2292,0,train
271,HUST_7-1,1695,0,train
272,HUST_8-4,1881,0,test
273,HUST_4-8,1702,0,test
274,HUST_5-3,2686,0,train
275,HUST_4-2,1781,0,train
276,HUST_8-2,2035,0,train
277,HUST_5-2,1923,0,test
278,HUST_5-2,1923,0,train
279,HUST_1-6,1143,0,train
280,HUST_10-7,1785,0,validation
281,HUST_5-5,1585,0,train
282,HUST_4-1,2221,0,train
283,HUST_7-7,1685,0,validation
284,HUST_3-5,2638,0,train
285,HUST_3-2,2284,0,train
286,HUST_2-8,1475,0,train
287,HUST_9-5,2172,0,train
288,HUST_10-8,1406,0,validation
289,HUST_8-3,2292,0,train
290,HUST_6-8,2441,0,train
291,HUST_10-2,1696,0,train
292,HUST_5-1,2497,0,train
293,HUST_8-5,1345,0,train
294,HUST_5-3,2686,0,train
295,HUST_7-5,1876,0,validation
296,HUST_3-3,1648,0,test
297,HUST_1-2,2660,0,train
298,HUST_2-2,2663,0,train
299,HUST_1-1,1502,0,train
