index,source_unit,T,n_patterns,split
152,MATR_b1c31,869,0,train
153,MATR_b1c39,617,0,validation
154,MATR_b3c38,1928,0,train
155,MATR_b2c45,484,0,test
156,MATR_b2c32,515,0,train
157,MATR_b2c45,484,0,validation
158,MATR_b2c17,491,0,train
159,MATR_b3c17,1303,0,train
160,MATR_b1c35,696,0,train
161,MATR_b3c20,808,0,train
162,MATR_b3c31,727,0,train
163,MATR_b3c22,1001,0,train
164,MATR_b3c34,1146,0,train
165,MATR_b3c17,1303,0,test
166,MATR_b1c32,723,0,train
167,MATR_b2c20,498,0,train
168,MATR_b2c18,484,0,test
169,MATR_b1c20,536,0,train
170,MATR_b1c4,1696,0,train
171,MATR_b2c25,460,0,train
172,MATR_b1c31,869,0,train
173,MATR_b1c23,1011,0,train
174,MATR_b2c11,478,0,test
175,MATR_b1c33,748,0,test
176,MATR_b2c18,484,0,train
177,MATR_b3c13,815,0,validation
178,MATR_b1c32,723,0,train
179,MATR_b3c12,928,0,validation
180,MATR_b1c33,748,0,train
181,MATR_b3c39,1152,0,train
182,MATR_b2c29,494,0,test
183,MATR_b2c24,492,0,train
184,MATR_b1c1,2153,0,train
185,MATR_b3c18,1132,0,train
186,MATR_b2c28,506,0,train
187,MATR_b1c18,682,0,test
188,MATR_b3c4,1039,0,train
189,MATR_b1c20,536,0,train
190,MATR_b1c37,643,0,train
191,MATR_b3c8,825,0,train
192,MATR_b2c6,508,0,train
193,MATR_b3c43,1040,0,train
194,MATR_b2c42,461,0,train
195,MATR_b1c37,643,0,train
196,MATR_b3c31,727,0,train
197,MATR_b1c40,963,0,test
198,MATR_b3c3,1106,0,test
199,MATR_b1c1,2153,0,train
200,MATR_b2c29,494,0,train
201,MATR_b3c3,1106,0,validation
202,MATR_b1c35,696,0,train
203,MATR_b3c31,727,0,train
204,MATR_b2c38,462,0,train
205,MATR_b1c40,963,0,test
206,MATR_b2c32,515,0,train
207,MATR_b2c18,484,0,train
208,MATR_b3c3,1106,0,train
209,MATR_b3c17,1303,0,train
210,MATR_b3c13,815,0,train
211,MATR_b2c27,466,0,train
212,MATR_b2c2,437,0,train
213,MATR_b1c35,696,0,train
214,MATR_b2c32,515,0,train
215,MATR_b2c25,460,0,validation
216,MATR_b1c4,1696,0,validation
217,MATR_b2c42,461,0,train
218,MATR_b1c34,736,0,train
219,MATR_b2c17,491,0,train
220,MATR_b2c19,461,0,train
221,MATR_b2c2,437,0,train
222,MATR_b3c1,1054,0,train
223,MATR_b2c35,461,0,train
224,MATR_b3c4,1039,0,validation
225,MATR_b3c43,1040,0,train
226,MATR_b3c43,1040,0,train
227,MATR_b2c27,466,0,train
228,MATR_b2c2,437,0,train
229,MATR_b3c11,814,0,test
230,MATR_b1c25,848,0,test
231,MATR_b1c18,682,0,train
232,MATR_b2c38,462,0,train
233,MATR_b3c13,815,0,train
234,MATR_b2c37,474,0,train
235,MATR_b3c7,1826,0,train
236,MATR_b2c27,466,0,validation
237,MATR_b1c28,851,0,train
238,MATR_b3c6,668,0,train
239,MATR_b1c23,1011,0,train
240,MATR_b1c20,536,0,validation
241,MATR_b2c47,713,0,validation
242,MATR_b2c20,498,0,train
243,MATR_b3c36,922,0,validation
244,MATR_b3c6,668,0,train
245,MATR_b3c29,855,0,train
246,MATR_b3c12,928,0,test
247,MATR_b1c37,643,0,train
248,MATR_b1c25,848,0,validation
249,MATR_b3c39,1152,0,train
250,MATR_b1c20,536,0,train
251,MATR_b3c26,1020,0,train
252,MATR_b3c24,823,0,train
253,MATR_b2c45,484,0,validation
254,MATR_b2c20,498,0,train
255,MATR_b1c18,682,0,train
256,MATR_b3c16,1623,0,train
257,MATR_b3c26,1020,0,test
258,MATR_b1c4,1696,0,validation
259,MATR_b1c28,851,0,train
260,MATR_b1c23,1011,0,train
261,MATR_b2c29,494,0,train
262,MATR_b1c39,617,0,train
263,MATR_b1c20,536,0,test
264,MATR_b2c25,460,0,test
265,MATR_b1c21,560,0,validation
266,MATR_b2c47,713,0,train
267,MATR_b3c28,542,0,train
268,MATR_b2c37,474,0,train
269,MATR_b3c29,855,0,validation
270,MATR_b3c29,855,0,train
271,MATR_b2c28,506,0,train
272,MATR_b1c29,909,0,train
273,MATR_b3c34,1146,0,train
274,MATR_b3c13,815,0,validation
275,MATR_b1c19,780,0,train
276,MATR_b3c43,1040,0,train
277,MATR_b1c34,736,0,train
278,MATR_b1c32,723,0,train
279,MATR_b3c27,845,0,train
280,MATR_b3c31,727,0,train
281,MATR_b1c34,736,0,train
282,MATR_b1c34,736,0,train
283,MATR_b1c34,736,0,train
284,MATR_b2c42,461,0,train
285,MATR_b2c41,427,0,test
286,MATR_b3c14,857,0,test
287,MATR_b3c26,1020,0,train
288,MATR_b3c1,1054,0,train
289,MATR_b1c9,1052,0,validation
290,MATR_b3c43,1040,0,train
291,MATR_b1c33,748,0,validation
292,MATR_b1c18,682,0,train
293,MATR_b3c6,668,0,train
294,MATR_b3c26,1020,0,train
295,MATR_b2c19,461,0,train
296,MATR_b1c29,909,0,train
297,MATR_b3c38,1928,0,test
298,MATR_b2c20,498,0,train
299,MATR_b1c32,723,0,test
