index,source_unit,T,n_patterns,split
125,HUST_2-8,1475,0,train
126,HUST_9-7,2009,0,train
127,HUST_10-8,1406,0,train
128,HUST_4-1,2221,0,test
129,HUST_3-5,2638,0,train
130,HUST_1-6,1143,0,train
131,HUST_9-7,2009,0,validation
132,HUST_10-3,1855,0,train
133,HUST_6-8,2441,0,train
134,HUST_3-1,1933,0,validation
135,HUST_8-8,1680,0,train
136,HUST_7-6,1422,0,test
137,HUST_2-5,1387,0,train
138,HUST_4-2,1781,0,test
139,HUST_4-8,1702,0,test
140,HUST_10-5,2029,0,train
141,HUST_10-2,1696,0,train
142,HUST_5-4,1948,0,train
143,HUST_1-7,1674,0,train
144,HUST_8-2,2035,0,train
145,HUST_8-2,2035,0,test
146,HUST_7-5,1876,0,validation
147,HUST_5-2,1923,0,train
148,HUST_9-2,2147,0,train
149,HUST_7-7,1685,0,train
150,HUST_3-2,2284,0,train
151,HUST_4-8,1702,0,train
152,HUST_3-4,1781,0,train
153,HUST_3-7,2461,0,validation
154,HUST_4-3,1146,0,train
155,HUST_4-4,1493,0,train
156,HUST_7-5,1876,0,train
157,HUST_4-4,1493,0,train
158,HUST_9-7,2009,0,test
159,HUST_3-7,2461,0,train
160,HUST_6-1,1602,0,train
161,HUST_4-2,1781,0,train
162,HUST_8-8,1680,0,train
163,HUST_3-8,2344,0,train
164,HUST_3-3,1648,0,validation
165,HUST_6-1,1602,0,train
166,HUST_5-2,1923,0,train
167,HUST_10-7,1785,0,train
168,HUST_3-7,2461,0,train
169,HUST_1-6,1143,0,validation
170,HUST_2-8,1475,0,train
171,HUST_6-8,2441,0,train
172,HUST_2-8,1475,0,test
173,HUST_10-8,1406,0,train
174,HUST_5-2,1923,0,train
175,HUST_10-1,1699,0,validation
176,HUST_8-4,1881,0,train
177,HUST_4-4,1493,0,train
178,HUST_10-2,1696,0,validation
179,HUST_10-3,1855,0,train
180,HUST_6-5,2178,0,test
181,HUST_6-5,2178,0,test
182,HUST_8-4,1881,0,validation
183,HUST_8-3,2292,0,train
184,HUST_5-6,2450,0,train
185,HUST_8-8,1680,0,train
186,HUST_2-2,2663,0,test
187,HUST_5-2,1923,0,train
188,HUST_9-5,2172,0,train
189,HUST_4-4,1493,0,test
190,HUST_8-7,2032,0,train
191,HUST_4-3,1146,0,train
192,HUST_8-8,1680,0,train
193,HUST_5-2,1923,0,test
194,HUST_4-1,2221,0,train
195,HUST_6-8,2441,0,train
196,HUST_5-4,1948,0,train
197,HUST_5-2,1923,0,train
198,HUST_10-5,2029,0,validation
199,HUST_9-5,2172,0,train
200,HUST_7-7,1685,0,train
201,HUST_8-7,2032,0,train
202,HUST_2-3,1741,0,train
203,HUST_5-4,1948,0,validation
204,HUST_8-7,2032,0,train
205,HUST_7-6,1422,0,train
206,HUST_1-2,2660,0,train
207,HUST_7-7,1685,0,train
208,HUST_1-7,1674,0,train
209,HUST_6-1,1602,0,train
210,HUST_8-4,1881,0,test
211,HUST_9-2,2147,0,validation
212,HUST_10-7,1785,0,train
213,HUST_10-5,2029,0,train
214,HUST_10-3,1855,0,test
215,HUST_5-2,1923,0,validation
216,HUST_8-5,1345,0,train
217,HUST_8-4,1881,0,train
218,HUST_10-4,1807,0,train
219,HUST_5-2,1923,0,test
220,HUST_2-5,1387,0,train
221,HUST_9-3,1903,0,validation
222,HUST_9-3,1903,0,test
223,HUST_4-1,2221,0,train
224,HUST_5-3,2686,0,train
225,HUST_9-5,2172,0,validation
226,HUST_5-5,1585,0,train
227,HUST_9-4,1973,0,train
228,HUST_8-4,1881,0,train
229,HUST_3-1,1933,0,train
230,HUST_9-7,2009,0,train
231,HUST_9-4,1973,0,validation
232,HUST_3-7,2461,0,test
233,HUST_7-6,1422,0,train
234,HUST_2-2,2663,0,test
235,HUST_4-3,1146,0,validation
236,HUST_6-5,2178,0,train
237,HUST_10-7,1785,0,train
238,HUST_8-7,2032,0,train
239,HUST_9-3,1903,0,validation
240,HUST_9-2,2147,0,train
241,HUST_10-7,1785,0,train
242,HUST_5-1,2497,0,train
243,HUST_10-7,1785,0,train
244,HUST_3-4,1781,0,train
245,HUST_3-3,1648,0,test
246,HUST_9-7,2009,0,train
247,HUST_3-5,2638,0,test
248,HUST_7-7,1685,0,train
249,HUST_8-8,1680,0,train
250,HUST_7-7,1685,0,train
251,HUST_10-4,1807,0,validation
252,HUST_3-4,1781,0,train
253,HUST_5-3,2686,0,train
254,HUST_10-1,1699,0,test
255,HUST_9-4,1973,0,test
256,HUST_5-3,2686,0,test
257,HUST_1-6,1143,0,test
258,HUST_8-8,1680,0,train
259,HUST_4-4,1493,0,validation
260,HUST_8-4,1881,0,test
261,HUST_7-1,1695,0,train
262,HUST_3-1,1933,0,train
263,HUST_10-7,1785,0,train
264,HUST_9-7,2009,0,test
265,HUST_4-4,1493,0,test
266,HUST_4-1,2221,0,train
267,HUST_9-4,1973,0,train
268,HUST_10-3,1855,0,train
269,HUST_7-6,1422,0,validation
270,HUST_4-2,1781,0,train
271,HUST_5-1,2497,0,train
272,HUST_3-5,2638,0,test
273,HUST_10-3,1855,0,train
274,HUST_2-5,1387,0,validation
275,HUST_7-1,1695,0,validation
276,HUST_8-4,1881,0,train
277,HUST_7-4,1391,0,train
278,HUST_8-5,1345,0,train
279,HUST_7-4,1391,0,train
280,HUST_10-1,1699,0,train
281,HUST_9-3,1903,0,train
282,HUST_5-6,2450,0,train
283,HUST_6-1,1602,0,train
284,HUST_6-2,1912,0,train
285,HUST_3-3,1648,0,train
286,HUST_4-2,1781,0,train
287,HUST_6-2,1912,0,train
288,HUST_3-7,2461,0,train
289,HUST_9-7,2009,0,train
290,HUST_8-5,1345,0,test
291,HUST_8-4,1881,0,test
292,HUST_4-1,2221,0,test
293,HUST_6-1,1602,0,train
294,HUST_9-4,1973,0,train
295,HUST_10-3,1855,0,validation
296,HUST_4-3,1146,0,train
297,HUST_3-3,1648,0,train
298,HUST_10-3,1855,0,train
299,HUST_9-3,1903,0,train
